	Amphimedon_pep.fa_ed	Bombyx_pep.fa_ed	Caenorhabditis_ed	Capitella_pep.fa_ed	Ciona_pep.fa_ed	Crassostrea_pep.fa_ed	Danio_pep.fa_ed	Daphnia.fa_ed	Drosophila_pep.fa_ed	Helobdella_pep.fa_ed	Homo_pep2.fa_ed	Lingula_pep2.fa_ed	Lottia.fa_ed	Lottia_pep.fa_ed	Mnemiopsis_leidyi.prot.fa_ed	Monosiga_pep2.fa_ed	Mus.fa_ed	Mya_pep.fa_ed	Nasonia_pep.fa_ed	Nematostella_pep.fa_ed	Octopus_pep.fa_ed	Pelodiscus_pep.fa_ed	Petromyzon_pep.fa_ed	Priapulus	Rhodnius_pep.fa_ed	Saccoglossus_kowalevskii.prot.fa_ed	Salpingoeca_pep2.fa_ed	Stegodyphus_pep.fa_ed	Strongylocentrotus_pep.fa_ed	Tribolium_pep.fa_ed	Trichoplax_pep.fa_ed	hydra_pep2.fa_ed	Total
OG0000147	1	4	6	7	2	3	30	2	8	14	33	2	4	22	0	1	22	5	1	1	5	9	11	4	4	2	1	18	3	8	3	47	283
OG0000148	0	4	5	13	12	8	15	3	3	14	20	18	9	15	9	1	15	8	3	6	11	7	5	7	3	31	1	11	20	5	0	1	283
OG0000149	0	1	0	2	5	0	0	0	0	3	6	0	0	3	0	0	3	0	0	0	100	95	0	4	1	1	0	50	0	2	0	7	283
OG0000150	6	4	18	14	3	16	13	10	15	6	10	9	15	8	4	0	8	12	7	2	9	6	4	10	5	8	0	6	16	3	29	6	282
OG0000151	5	4	9	12	5	9	11	7	4	4	15	0	26	6	11	1	6	12	3	12	20	7	3	10	12	13	1	5	31	4	6	7	281
OG0000152	4	2	6	8	5	9	16	4	4	5	23	8	7	25	3	3	25	15	3	6	7	15	13	10	5	6	4	9	9	5	7	8	279
OG0000153	2	5	7	6	3	14	29	2	3	12	24	8	6	19	3	0	19	16	2	4	16	11	13	6	6	4	0	4	15	3	12	5	279
OG0000154	0	36	1	11	8	17	1	18	16	5	1	4	2	1	3	1	1	13	38	2	2	1	2	24	21	3	0	7	8	20	3	3	273
OG0000155	2	7	14	14	3	9	1	21	15	0	0	28	8	2	6	2	2	12	13	3	6	1	0	5	3	17	1	38	15	18	1	4	271
OG0000156	4	3	7	14	9	13	5	1	2	1	12	17	5	11	4	3	11	25	5	5	3	8	3	23	7	17	1	23	18	5	5	1	271
OG0000157	0	2	4	5	2	2	14	52	4	1	14	33	11	8	0	0	8	1	1	25	10	5	5	9	1	5	0	6	24	3	5	8	268
OG0000158	0	0	0	1	13	7	22	1	0	1	8	48	8	5	5	0	5	13	0	62	0	3	4	0	0	11	0	0	40	0	7	4	268
OG0000159	0	6	8	2	6	6	17	5	17	9	25	8	5	29	5	0	29	2	6	3	7	11	4	4	4	5	0	13	11	15	2	1	265
OG0000160	5	2	4	2	3	1	21	3	6	26	39	6	2	34	2	0	34	1	1	2	2	18	11	4	2	2	0	7	4	4	12	4	264
OG0000161	7	2	7	6	6	7	16	6	9	10	24	15	7	18	5	8	19	9	2	8	6	10	2	9	4	5	3	10	9	4	5	5	263
OG0000162	0	2	5	10	4	22	14	2	5	5	24	7	6	16	14	2	16	19	1	2	6	9	3	3	2	15	9	3	17	2	8	10	263
OG0000163	23	0	0	15	9	20	21	0	0	6	18	30	7	5	0	1	5	28	0	5	7	12	13	5	0	18	2	0	0	4	6	1	261
OG0000164	4	2	3	10	3	12	11	3	4	4	22	15	7	14	6	0	14	7	1	15	8	9	9	14	0	16	0	2	34	3	1	8	261
OG0000165	11	17	3	21	3	17	8	6	8	5	6	21	8	3	2	1	3	17	3	12	8	3	3	2	6	9	1	11	23	5	4	9	259
OG0000166	0	0	3	27	0	0	0	3	0	0	0	0	0	0	19	0	0	4	81	27	0	0	0	0	1	0	0	33	0	16	0	45	259
OG0000167	2	5	6	4	4	4	37	8	12	8	24	6	4	21	4	5	21	3	2	4	4	13	6	13	3	2	4	9	5	3	3	7	256
OG0000168	0	5	0	12	1	15	0	22	20	1	0	11	26	0	0	0	0	11	9	19	31	0	0	2	4	5	0	15	39	6	1	1	256
OG0000169	3	2	2	8	5	8	17	2	2	6	20	6	6	11	6	1	11	14	3	1	5	10	8	11	2	15	1	12	49	3	2	3	255
OG0000170	111	2	0	1	0	9	0	12	0	0	0	28	7	0	2	0	0	7	23	15	0	0	0	0	0	9	0	0	21	7	0	0	254
OG0000171	8	2	1	6	0	0	0	11	0	4	0	0	0	0	0	0	0	0	9	0	174	0	0	3	1	0	0	6	1	0	4	24	254
OG0000172	0	2	0	18	0	0	2	0	0	23	4	0	1	2	0	0	2	0	0	0	74	27	0	8	2	0	0	66	7	2	0	14	254
OG0000173	7	0	0	10	0	0	0	0	0	0	0	13	9	0	0	0	0	3	52	11	1	0	0	2	0	6	0	10	1	6	0	122	253
OG0000174	0	7	9	7	6	13	28	6	3	3	28	11	9	18	5	0	18	10	3	0	4	20	6	8	1	14	0	2	5	4	5	0	253
OG0000175	8	4	6	4	7	10	12	4	6	6	21	10	4	13	6	5	13	8	6	9	7	8	6	10	7	6	6	8	14	7	4	7	252
OG0000176	3	4	6	14	1	1	3	45	3	3	5	1	1	18	1	0	18	8	55	2	2	2	2	6	1	4	0	35	2	3	2	1	252
OG0000177	3	5	5	5	5	5	18	6	15	7	28	8	5	22	4	1	22	4	5	5	4	11	5	13	6	4	1	10	6	6	4	3	251
OG0000178	46	0	1	55	2	21	12	0	0	0	0	11	9	0	5	0	0	9	0	7	0	1	0	18	0	27	0	0	21	0	0	4	249
OG0000179	1	20	9	25	15	2	0	23	13	8	0	11	2	0	2	1	0	11	12	7	5	0	0	20	8	10	1	0	3	24	14	2	249
OG0000180	2	7	1	9	4	11	21	7	13	7	22	13	14	10	2	0	10	16	5	11	4	11	5	10	5	5	0	7	5	8	3	1	249
OG0000181	0	1	22	58	0	12	2	2	3	23	5	46	16	2	0	0	2	14	2	0	12	1	0	6	2	0	0	3	2	3	0	10	249
OG0000182	0	7	11	13	5	13	17	4	3	9	16	8	13	9	0	0	9	16	5	6	13	7	9	16	6	8	0	9	10	5	0	1	248
OG0000183	69	0	0	13	1	73	4	2	0	3	3	7	2	2	0	0	2	37	0	2	3	4	1	2	2	6	3	4	1	0	0	1	247
OG0000184	0	0	0	0	0	0	14	0	0	0	35	1	0	81	1	0	81	0	0	0	0	9	25	0	0	0	0	0	0	0	0	0	247
OG0000185	1	0	0	0	0	0	0	9	0	56	0	0	0	0	3	0	0	0	10	0	1	0	0	0	2	0	0	2	0	1	0	161	246
OG0000186	9	9	5	8	4	9	9	8	7	5	12	10	9	7	8	3	7	12	6	5	5	5	2	6	7	12	5	11	25	7	4	4	245
OG0000187	7	5	4	4	7	4	24	5	11	6	24	7	6	15	3	7	15	9	3	7	7	10	5	4	5	5	6	6	6	7	5	5	244
OG0000188	6	4	4	5	5	5	24	4	9	6	19	5	5	16	4	0	16	7	6	5	5	15	16	7	6	6	0	8	6	7	4	8	243
OG0000189	11	6	2	5	6	11	15	8	7	10	25	5	5	14	7	0	14	10	4	2	8	10	8	7	3	6	0	5	16	4	2	6	242
OG0000190	1	4	4	5	3	4	25	9	11	12	35	4	4	28	2	0	28	3	4	5	4	12	6	3	4	5	0	4	4	5	2	2	242
OG0000191	4	6	0	14	0	0	0	0	0	0	0	0	41	0	1	0	0	18	6	1	4	0	0	3	9	0	0	7	11	1	0	116	242
OG0000192	19	6	7	3	2	3	22	20	10	1	16	5	3	16	4	1	16	3	5	7	4	8	5	8	5	12	6	7	5	5	1	5	240
OG0000193	5	4	4	3	6	2	21	5	6	10	39	9	3	21	3	9	21	10	1	4	4	5	9	4	3	4	5	3	4	3	4	5	239
OG0000194	2	13	0	6	5	7	10	15	21	4	10	8	7	6	1	5	6	12	11	4	4	8	5	3	11	5	4	17	6	17	2	4	239
OG0000195	4	3	9	2	5	6	29	3	6	6	21	4	8	19	3	1	19	9	1	3	5	12	11	18	3	3	1	3	4	8	2	7	238
OG0000196	0	2	4	14	2	12	8	9	3	3	13	9	12	16	0	1	16	17	2	15	7	13	7	2	4	13	1	13	8	3	9	0	238
OG0000197	57	3	0	16	0	0	0	54	0	0	0	3	7	0	0	0	0	9	11	4	0	0	0	2	3	5	0	25	0	5	0	33	237
OG0000198	2	2	5	1	10	3	7	6	6	1	4	4	1	2	30	0	2	4	1	55	7	1	4	3	2	27	0	4	4	2	4	32	236
OG0000199	0	27	0	9	1	0	1	31	52	0	1	3	0	0	1	0	0	3	26	2	0	0	1	0	29	3	0	7	0	37	0	1	235
OG0000200	0	0	0	43	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	56	0	0	108	0	0	0	235
OG0000201	21	1	1	1	6	1	32	1	1	2	34	1	1	24	2	5	24	2	1	8	3	20	10	5	1	3	5	1	1	1	1	14	234
OG0000202	1	3	2	14	16	15	9	12	2	7	10	32	7	7	0	0	8	21	2	2	3	8	5	20	2	1	0	3	18	2	0	2	234
OG0000203	8	29	0	4	5	1	2	20	18	4	10	5	1	4	1	2	4	1	26	3	1	2	1	0	14	1	3	12	1	32	8	10	233
OG0000204	2	4	14	5	5	4	24	3	12	14	25	6	3	18	3	3	17	7	2	3	6	10	4	5	5	3	3	4	6	6	3	4	233
OG0000205	0	0	0	6	0	0	4	1	1	0	0	1	2	0	0	0	0	11	0	0	0	0	0	0	4	0	0	173	1	11	0	18	233
OG0000206	0	6	5	18	4	12	13	2	12	11	13	18	9	8	5	2	8	14	6	5	8	8	5	3	6	7	2	4	8	9	0	1	232
OG0000207	9	4	5	6	11	9	15	5	4	6	12	12	7	10	7	6	10	8	3	9	6	8	8	5	4	6	7	4	9	6	4	6	231
OG0000208	4	3	3	8	5	6	20	13	5	6	21	4	14	13	4	5	13	9	2	5	9	10	4	6	3	4	5	5	12	4	3	3	231
OG0000209	3	0	2	0	1	8	42	0	0	0	30	0	3	22	0	0	22	1	0	1	0	86	3	1	0	1	0	1	0	0	0	1	228
OG0000210	4	5	1	7	6	4	22	7	9	6	15	7	8	7	2	0	7	9	7	8	9	10	11	6	8	5	1	8	10	7	2	9	227
OG0000211	0	14	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	18	0	11	0	0	0	11	0	0	122	5	25	2	16	227
OG0000212	0	1	0	40	0	0	0	0	0	42	0	0	0	0	49	0	0	1	0	9	0	0	0	0	0	1	0	1	4	1	0	78	227
OG0000213	47	2	0	20	0	0	0	24	0	1	0	0	0	0	1	0	0	0	24	1	1	0	0	6	0	0	0	7	0	2	0	90	226
OG0000214	36	3	0	35	0	4	0	2	0	1	0	25	7	0	4	0	0	4	3	24	20	0	0	5	16	14	0	2	8	6	0	6	225
OG0000215	0	2	8	7	4	16	16	2	2	3	17	7	11	14	0	1	14	10	2	9	7	11	3	4	3	11	3	3	31	2	1	1	225
OG0000216	4	5	3	3	2	4	18	4	13	6	30	4	3	18	1	1	18	7	2	5	11	11	7	9	4	5	1	8	5	5	3	4	224
OG0000217	1	5	8	4	2	4	22	3	4	15	21	6	5	12	1	0	12	7	2	7	9	9	13	2	3	6	0	8	7	7	6	13	224
OG0000218	6	5	11	6	5	8	11	5	8	12	17	10	6	10	6	2	10	10	2	8	6	6	3	6	5	9	2	5	6	6	3	8	223
OG0000219	12	9	1	9	8	11	13	6	11	3	14	12	7	5	0	0	5	4	7	10	5	5	2	7	7	8	0	10	1	9	21	0	222
OG0000220	6	3	27	4	3	9	19	5	7	1	40	4	2	15	0	0	15	8	2	0	4	13	6	10	2	6	0	3	1	4	0	0	219
OG0000221	1	21	8	1	2	3	1	20	24	2	9	2	3	12	4	1	12	4	27	6	3	6	2	1	3	2	1	2	5	24	2	5	219
OG0000222	0	13	15	6	3	8	10	10	13	3	13	5	10	6	0	0	6	8	10	9	8	7	2	4	5	8	0	10	2	10	0	14	218
OG0000223	0	0	0	8	0	1	0	0	0	8	0	6	0	0	28	0	0	0	0	2	105	15	0	2	0	9	0	0	32	0	0	2	218
OG0000224	0	0	0	11	8	17	8	1	0	6	18	21	14	13	0	0	13	10	0	4	3	6	4	6	0	7	0	16	26	0	0	6	218
OG0000225	0	0	0	27	8	2	5	14	0	0	3	17	3	10	0	0	10	19	0	0	0	2	4	4	1	33	0	7	42	1	5	0	217
OG0000226	0	0	0	8	10	8	7	2	2	1	8	3	5	4	6	0	4	3	1	10	3	2	1	3	1	5	0	6	56	1	57	0	217
OG0000227	53	0	3	2	0	0	1	0	0	15	1	7	3	1	0	0	1	4	0	0	7	51	0	2	0	7	0	47	5	0	2	4	216
OG0000228	1	4	1	27	5	16	4	2	2	7	5	15	11	4	0	4	4	17	2	9	4	2	0	2	2	20	13	6	15	3	9	0	216
OG0000229	6	6	2	15	4	10	17	4	8	10	21	9	6	15	0	1	15	12	3	3	5	10	3	6	4	3	1	6	3	5	1	1	215
OG0000230	3	2	8	11	3	6	14	5	1	5	8	11	9	8	1	0	8	3	12	9	9	5	8	9	6	27	0	4	12	1	1	5	214
OG0000231	2	8	8	4	2	6	19	6	9	5	24	3	6	17	5	1	17	14	3	6	4	8	4	5	2	8	1	4	6	3	1	3	214
OG0000232	14	2	1	8	4	10	13	1	3	6	7	9	8	11	6	2	11	12	4	4	6	5	9	2	9	4	3	10	9	9	1	10	213
OG0000233	35	1	0	1	0	1	0	3	1	2	0	5	0	0	0	0	0	5	32	6	54	0	0	2	2	1	0	10	8	17	0	27	213
OG0000234	8	0	0	32	5	35	3	1	0	5	5	1	5	2	23	3	2	18	0	3	4	2	4	0	0	4	4	2	22	0	20	0	213
OG0000235	2	2	1	5	3	3	16	3	5	4	16	4	3	16	9	3	16	7	3	8	9	9	14	12	5	3	4	6	3	8	3	8	213
OG0000236	6	8	2	7	2	3	20	8	17	5	19	8	5	10	1	0	10	5	4	2	6	10	6	11	4	3	0	7	7	11	3	2	212
OG0000237	8	3	4	4	9	6	19	6	5	6	13	3	6	12	4	2	12	9	5	4	4	11	6	13	4	6	2	6	7	4	6	2	211
OG0000238	0	9	30	25	2	14	0	10	10	21	0	19	12	0	3	0	0	14	6	0	9	0	0	0	6	0	0	12	0	9	0	0	211
OG0000239	7	0	1	10	4	5	16	1	2	8	23	7	5	22	1	0	22	6	1	11	5	8	3	6	2	6	0	4	7	1	3	13	210
OG0000240	0	0	0	1	0	58	0	0	0	0	0	5	19	0	0	0	0	56	0	1	51	0	0	0	0	6	0	0	10	0	1	1	209
OG0000241	0	0	0	0	0	25	56	0	0	0	10	8	22	9	0	0	9	27	0	0	0	20	0	0	0	23	0	0	0	0	0	0	209
OG0000242	2	3	8	2	3	2	19	3	17	6	25	3	3	20	4	1	20	8	2	3	6	8	3	12	4	4	1	5	4	3	2	2	208
OG0000243	4	2	0	3	3	3	32	3	0	6	31	2	4	17	0	3	17	5	1	9	6	12	14	2	2	4	3	4	8	2	0	6	208
OG0000244	0	2	0	2	4	4	15	2	17	17	33	4	2	14	2	1	14	5	2	3	3	12	6	5	5	1	1	11	1	4	9	7	208
OG0000245	114	2	0	0	0	0	8	1	0	0	0	10	0	0	9	0	0	6	12	0	8	0	0	1	0	24	0	2	10	0	0	0	207
OG0000246	26	6	1	8	1	36	0	4	7	0	0	24	9	0	5	1	0	17	13	3	6	0	0	1	10	3	3	0	11	4	0	8	207
OG0000247	4	4	1	4	4	3	23	5	4	6	27	4	5	18	4	0	18	5	3	3	7	8	2	5	8	4	3	4	9	3	4	5	207
OG0000248	7	0	20	19	2	13	11	0	0	6	8	13	19	9	0	0	9	14	0	2	12	6	4	4	0	17	0	0	8	0	3	1	207
OG0000249	2	4	8	2	3	4	17	3	11	8	23	4	4	19	2	1	19	4	3	5	3	11	6	5	4	4	5	4	4	5	1	9	207
OG0000250	3	5	21	6	4	3	2	2	6	4	17	4	4	9	2	2	9	4	29	5	6	4	0	3	3	10	2	7	4	12	4	9	205
OG0000251	0	3	3	19	10	7	6	5	7	13	10	6	28	6	1	0	6	13	5	10	10	3	3	3	4	2	0	7	11	2	0	2	205
OG0000252	0	0	0	0	0	0	36	0	0	0	36	0	0	26	0	0	26	0	0	0	0	80	1	0	0	0	0	0	0	0	0	0	205
OG0000253	8	5	2	9	3	5	13	7	6	5	15	12	7	13	2	6	13	8	3	5	6	7	3	3	2	5	7	2	12	3	1	6	204
OG0000254	2	6	15	6	4	3	7	3	23	10	11	9	5	5	0	0	5	9	6	4	9	4	0	4	5	8	0	14	11	9	2	5	204
OG0000255	0	2	5	3	1	5	19	2	2	16	31	3	6	18	2	2	18	10	1	11	6	5	6	4	1	2	5	10	2	1	0	5	204
OG0000256	3	3	1	16	5	17	3	1	4	6	7	11	12	5	5	1	5	14	3	20	6	3	1	4	3	13	2	2	13	2	5	7	203
OG0000257	0	0	0	20	0	0	0	44	0	1	0	1	5	0	0	0	0	0	68	0	2	0	0	0	0	0	0	2	3	0	0	57	203
OG0000258	3	5	7	3	5	4	18	3	6	9	12	4	3	15	4	10	15	5	3	3	4	6	7	9	3	4	8	6	6	6	3	3	202
OG0000259	5	18	6	2	5	2	11	8	15	1	19	3	2	5	3	0	5	1	11	4	1	3	2	1	20	5	0	6	11	20	1	5	201
OG0000260	2	2	4	5	2	6	20	2	11	5	28	7	4	18	0	0	18	8	2	3	5	10	7	11	2	1	0	5	6	2	2	3	201
OG0000261	2	5	3	6	3	6	30	2	7	12	20	2	5	16	0	1	16	4	2	4	4	17	10	3	3	4	1	2	3	5	1	1	200
OG0000262	61	0	0	9	4	0	0	5	0	0	0	1	2	0	0	0	0	0	16	5	0	0	0	1	0	1	0	0	2	0	0	92	199
OG0000263	30	0	0	73	0	5	0	0	0	6	0	0	2	0	2	0	0	0	2	18	0	0	0	0	0	0	0	4	20	1	0	36	199
OG0000264	37	2	3	28	0	5	6	4	6	13	0	31	8	0	1	0	0	5	2	3	6	0	6	14	2	0	1	7	4	4	0	0	198
OG0000265	30	6	2	2	4	3	2	4	6	1	1	5	1	1	6	1	1	10	5	8	5	1	1	3	5	9	2	2	38	6	10	17	198
OG0000266	1	0	6	7	7	8	12	4	0	2	11	13	5	15	1	0	15	8	1	11	5	9	4	6	1	14	0	6	10	1	7	7	197
OG0000267	17	9	3	11	4	5	5	4	5	2	4	16	9	6	0	2	6	16	5	9	0	4	3	8	9	14	1	0	8	6	6	0	197
OG0000268	2	5	2	5	3	6	11	5	2	1	17	5	7	11	3	1	12	6	1	8	15	6	5	8	4	6	2	9	10	6	6	6	196
OG0000269	1	0	5	0	0	0	0	0	0	0	0	13	12	0	0	0	0	16	61	2	1	0	0	0	0	29	1	22	17	15	0	1	196
OG0000270	1	6	8	4	8	4	22	3	13	7	16	5	3	12	2	1	12	5	3	3	4	14	3	5	7	4	1	4	7	5	0	4	196
OG0000271	3	13	0	2	7	6	3	6	30	0	7	8	2	10	3	0	10	5	7	1	1	3	2	3	4	3	0	3	21	23	8	2	196
OG0000272	0	12	3	1	5	2	0	39	21	1	0	6	16	0	0	0	0	8	15	5	7	0	0	2	8	0	0	20	0	21	0	4	196
OG0000273	1	2	1	10	9	1	29	0	0	1	39	9	4	21	0	0	21	5	1	0	4	17	9	1	2	1	0	2	1	2	2	0	195
OG0000274	0	0	0	7	0	0	15	2	2	0	3	0	4	1	0	0	1	4	0	1	80	2	2	3	1	2	0	65	0	0	0	0	195
OG0000275	4	3	1	3	3	3	17	4	3	5	28	3	3	17	3	3	20	2	2	4	4	9	5	15	2	4	3	4	4	3	3	7	194
OG0000276	1	2	6	7	3	11	16	1	2	2	26	10	8	10	4	0	10	8	4	8	2	8	6	5	2	10	0	6	7	2	2	5	194
OG0000277	0	8	4	8	0	7	0	15	16	0	0	17	6	0	0	1	0	6	5	3	12	0	1	41	4	0	1	8	0	11	0	20	194
OG0000278	0	0	0	1	3	1	20	0	0	0	11	10	0	11	35	1	11	0	0	41	2	13	2	11	0	19	0	2	0	0	0	0	194
OG0000279	0	0	0	0	0	0	22	0	0	0	34	0	0	58	0	0	58	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	194
OG0000280	1	6	2	6	5	3	6	6	4	3	12	18	4	10	3	4	10	9	7	4	4	6	5	12	4	5	4	7	11	5	4	3	193
OG0000281	2	1	5	4	3	5	20	7	3	4	27	5	6	15	1	0	15	7	2	8	5	9	4	7	3	4	0	4	3	5	3	6	193
OG0000282	8	2	5	5	9	5	15	3	4	4	14	8	4	14	2	0	14	5	3	7	5	9	8	8	3	8	0	4	5	3	3	5	192
OG0000283	3	5	3	5	11	7	20	3	5	5	13	6	5	14	2	0	14	4	4	8	5	10	7	3	3	5	0	7	4	4	1	6	192
OG0000284	2	21	1	7	2	2	5	20	20	3	4	3	2	3	1	0	3	4	23	1	2	2	1	4	19	1	0	6	1	27	1	1	192
OG0000285	3	6	4	4	4	7	14	4	4	6	16	5	3	17	6	2	17	7	3	5	6	6	3	5	5	2	1	6	6	4	3	7	191
OG0000286	2	2	1	2	6	13	3	5	2	2	10	7	4	3	1	0	3	21	1	4	40	2	3	4	5	4	0	3	33	3	0	2	191
OG0000287	78	0	0	40	0	28	0	0	0	0	0	0	5	0	0	3	0	21	0	1	0	0	0	1	0	0	9	0	2	0	0	2	190
OG0000288	14	0	0	2	0	21	9	0	0	0	11	16	16	7	2	0	7	15	0	3	11	2	1	9	0	14	0	0	11	0	0	18	189
OG0000289	2	4	6	4	2	3	24	3	8	6	19	4	4	20	1	0	20	4	3	5	5	7	5	8	2	2	0	7	3	4	2	2	189
OG0000290	1	1	2	8	6	11	4	1	0	3	11	15	4	8	6	0	8	12	0	20	13	3	5	6	0	6	4	1	20	0	3	7	189
OG0000291	2	2	8	6	7	7	15	1	1	4	25	15	9	14	0	0	14	9	2	1	4	9	3	6	2	8	1	2	5	2	1	3	188
OG0000292	16	0	0	0	0	0	37	0	1	0	42	0	0	33	0	3	33	0	0	0	0	15	3	0	0	1	1	0	3	0	0	0	188
OG0000293	3	3	5	2	2	2	16	2	9	6	20	3	3	27	4	1	27	2	3	2	2	8	3	11	2	2	1	4	5	2	3	3	188
OG0000294	1	2	4	14	7	8	9	6	3	9	18	17	5	10	1	0	10	5	2	2	3	7	2	13	0	13	0	5	6	3	1	2	188
OG0000295	5	4	1	2	2	2	17	2	8	11	27	3	4	20	3	4	23	5	2	6	5	5	0	4	3	3	3	5	4	2	1	1	187
OG0000296	4	2	5	6	7	6	10	4	3	5	14	7	7	9	6	1	9	6	2	11	7	8	6	5	2	5	1	5	8	2	7	7	187
OG0000297	0	0	0	81	0	12	0	0	0	16	0	24	15	0	0	0	0	26	0	0	13	0	0	0	0	0	0	0	0	0	0	0	187
OG0000298	3	0	6	4	4	6	18	5	0	4	19	8	6	15	5	2	15	9	0	5	5	10	6	9	0	5	2	0	7	0	6	2	186
OG0000299	1	9	6	9	2	4	7	3	7	5	13	0	16	6	7	1	6	4	6	9	8	6	2	6	4	6	3	3	16	5	2	4	186
OG0000300	2	5	6	4	4	6	23	4	8	10	10	6	8	8	3	2	8	7	1	5	9	6	1	8	5	6	0	8	7	4	1	1	186
OG0000301	0	17	1	1	1	12	0	22	27	4	0	2	12	0	0	0	0	10	17	0	10	0	0	6	16	0	0	6	1	21	0	0	186
OG0000302	5	3	2	5	6	2	10	0	2	6	13	5	3	13	10	0	13	10	1	15	3	5	9	2	3	7	1	4	9	2	3	13	185
OG0000303	69	0	0	11	0	26	0	3	0	0	0	5	0	0	3	0	0	14	0	11	0	0	0	13	0	22	0	0	6	0	0	1	184
OG0000304	5	5	4	6	7	4	11	5	3	9	19	6	4	9	3	2	9	5	5	9	6	6	1	3	4	3	3	5	5	4	5	9	184
OG0000305	1	4	10	4	2	3	12	6	8	6	21	3	3	18	3	0	18	6	1	3	4	3	9	12	1	3	0	6	6	2	2	4	184
OG0000306	0	6	1	8	4	4	3	14	6	3	3	7	3	3	1	4	3	9	5	22	3	2	3	5	3	7	2	23	8	6	2	11	184
OG0000307	5	1	0	2	1	17	3	25	5	0	13	13	7	6	0	5	6	13	1	4	9	3	3	6	4	2	3	8	11	2	0	5	183
OG0000308	9	3	1	30	1	10	1	2	2	7	5	8	12	4	1	4	4	13	9	10	8	2	0	3	5	5	6	3	4	2	3	5	182
OG0000309	2	4	4	9	6	7	7	4	3	4	14	11	5	11	2	1	11	8	3	10	5	6	2	11	3	10	1	5	4	2	4	3	182
OG0000310	2	2	5	8	6	5	12	7	5	6	11	9	6	5	2	1	5	7	5	12	3	3	4	3	4	11	1	5	10	4	2	11	182
OG0000311	44	0	0	15	2	8	3	7	0	2	1	10	1	1	3	5	1	17	0	5	0	2	2	0	0	9	5	0	0	0	0	38	181
OG0000312	0	50	0	0	0	0	0	2	28	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	36	0	0	0	0	42	0	0	181
OG0000313	0	0	1	7	5	13	2	0	6	12	8	11	7	4	3	0	4	8	0	22	1	4	4	7	5	2	0	7	3	4	1	30	181
OG0000314	9	3	1	7	1	1	12	8	3	13	9	5	5	5	4	0	7	3	0	22	3	8	4	3	14	6	0	8	8	3	3	2	180
OG0000315	67	0	0	1	0	6	0	0	0	2	0	16	2	0	0	0	0	9	0	2	1	0	0	1	0	32	1	2	35	0	1	1	179
OG0000316	3	4	1	3	3	3	20	3	13	11	21	2	3	13	2	0	13	5	2	7	5	4	4	9	1	3	1	6	4	3	1	5	178
OG0000317	2	0	3	3	3	2	25	4	0	4	22	4	3	18	1	3	18	3	0	4	5	10	6	12	0	4	4	4	7	0	1	3	178
OG0000318	0	0	0	4	0	53	10	0	0	2	0	4	9	0	20	0	0	22	0	19	0	4	3	0	0	27	0	0	0	0	0	1	178
OG0000319	12	5	2	2	5	10	12	4	3	3	19	4	3	10	7	0	10	5	3	5	8	8	8	3	2	1	0	3	8	4	3	5	177
OG0000320	4	5	2	10	5	3	8	7	4	5	9	6	5	7	0	2	7	6	3	3	5	5	5	3	4	5	3	23	12	5	3	3	177
OG0000321	4	4	1	5	5	9	15	2	2	4	14	5	7	11	8	3	11	9	1	8	5	4	2	9	4	1	3	1	9	2	4	5	177
OG0000322	5	1	2	2	2	2	20	2	5	5	32	2	2	18	2	4	18	3	1	2	3	8	5	7	1	2	4	3	3	5	2	4	177
OG0000323	37	0	0	6	0	31	0	0	0	1	0	44	14	0	1	0	0	11	0	1	1	2	0	1	0	1	0	0	16	0	9	0	176
OG0000324	20	5	3	6	3	3	8	3	6	4	17	6	5	9	2	3	9	3	6	7	4	5	2	4	3	8	2	4	5	4	3	4	176
OG0000325	2	1	9	4	5	7	12	8	3	3	26	8	4	10	0	3	10	4	3	7	5	5	5	4	2	9	4	1	4	3	2	3	176
OG0000326	4	6	2	8	1	8	5	4	10	3	20	8	3	14	2	1	14	4	3	3	3	2	2	6	4	12	3	3	5	8	1	4	176
OG0000327	0	2	0	3	0	2	1	0	0	0	0	20	7	0	0	0	0	28	0	2	0	0	0	0	20	18	0	0	2	0	0	71	176
OG0000328	6	3	3	7	1	26	4	3	2	3	0	29	16	0	0	1	0	20	2	3	19	0	0	16	1	0	1	4	0	3	0	2	175
OG0000329	0	39	0	0	0	0	0	31	38	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	20	0	0	2	0	29	0	0	175
OG0000330	0	6	2	7	2	7	13	4	11	0	13	9	3	8	1	0	8	6	4	7	4	5	2	9	5	8	0	11	5	8	3	3	174
OG0000331	0	0	1	0	5	0	30	0	1	0	28	1	1	24	0	0	27	0	1	8	2	15	6	0	1	6	0	1	1	2	0	13	174
OG0000332	6	3	3	5	4	4	12	5	4	10	12	3	6	12	5	2	12	7	2	7	4	7	5	5	2	3	3	4	5	4	3	4	173
OG0000333	2	3	4	2	4	5	18	2	15	8	22	2	2	15	2	1	15	3	2	4	5	7	6	3	2	2	2	3	4	3	1	4	173
